raw	canonical	source	notes
pouring down	pour down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pouring out	pour out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
praised	praise	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
preaching	preach	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
precedes	precede	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
precooked	precook	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
predicts	predict	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
prepaid	prepay	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
preserves	preserve	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
presided	preside	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pressing down	press down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
privatize	privatize	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
proclaiming	proclaim	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
produces	produce	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
programming	program	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_by_wn30_lemma_count_unique_positive_max; decision_reason=manual_action_synset_selected
progresses to	progress to	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
progressing	progress	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
progressing to	progress to	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
promoted	promote	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
prompt	prompt	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
propelled	propel	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
propose	propose	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
proposing	propose	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
prosecuted	prosecute	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
prove	prove	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
prunes	prune	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
puddled	puddle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
puffed out	puff out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pull off	pull off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pull out	pull out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pulled back	pull back	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pulled off	pull off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pulling off	pull off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pulls out	pull out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pulsing	pulse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pump	pump	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pumped	pump	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
punch in	punch in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
punches in	punch in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
punctuate	punctuate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
punctuated	punctuate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
puncture	puncture	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pushed down	push down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
pushed out	push out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
pushed through	push through	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
put in	put in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
puts	put	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
puts in	put in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
qualifying	qualify	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
questioned	question	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
queuing	queue	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
raftes	raft	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
rage	rage	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
ranges in	range in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
raps	rap	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rated	rate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
rationed	ration	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
ready	ready	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
realize	realize	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rear	rear	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rearranged	rearrange	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
recalls	recall	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
recharging	recharge	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
recounting	recount	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
recruiting	recruit	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
recycle	recycle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
recycled	recycle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
redesigned	redesign	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
redistribute	redistribute	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
reeled	reel	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
refer	refer	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
refilled	refill	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
refine	refine	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
refinished	refinish	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
refuels	refuel	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
refused	refuse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
refusing	refuse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
regrowing	regrow	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
regulates	regulate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rehearse	rehearse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rehearses	rehearse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reimburse	reimburse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
relying on	rely on	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
rendering	render	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reopen	reopen	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
reorganized	reorganize	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
reproduced	reproduce	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
requested	request	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rescue	rescue	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reseating	reseat	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
reserve	reserve	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
resisting	resist	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
resists	resist	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
resolving	resolve	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
restarting	restart	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rested	rest	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
restricting	restrict	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
resurfaced	resurface	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
resurrected	resurrect	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
retained	retain	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rethinking	rethink	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
retreat	retreat	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
retreats	retreat	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
returns	return	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reuse	reuse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
revealed	reveal	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
reverse	reverse	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
revise	revise	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rewind	rewind	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rhyming	rhyme	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rigged	rig	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
ripens	ripen	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
ripped out	rip out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
robed	robe	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
roll around	roll around	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
roll up	roll up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rooting	root	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
roped	rope	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
ropes	rope	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
ropes in	rope in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
rough-hewn	rough-hew	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
round	round	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
rubbed	rub	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
run by	run by	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
run over	run over	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
running off	run off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
rushed	rush	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sabotage	sabotage	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sag	sag	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sailed	sail	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
salvaged	salvage	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sample	sample	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sampled	sample	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sandwiched	sandwich	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
sanitizing	sanitize	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
sank	sink	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
saturate	saturate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
savor	savor	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sawing	saw	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scaffolded	scaffold	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
schedule	schedule	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scheduling	schedule	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scores	score	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scowling	scowl	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
