selected_oewn_synset	selected_oewn_lexfile	canonical_surface	canonical_label_key	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	google_ngram_candidate_surfaces	google_ngram_candidate_mean_frequencies	source_exact_candidate_lemmas	source_labels	source_label_keys	source_datasets	selected_queries	selected_lookup_cases	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tags	row_count	decision_basis
oewn-08074934-n	noun.group	company	company	selected_single_source_or_lookup_matched_synset_lemma	company	company:-1	company	company:-1	company	company	company	visual_genome	company	exact	company	oewn-08070328-n	oewn-08070328-n:noun.group	oewn-08070328-n:institution;establishment	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08077029-n	noun.group	dealership	dealership	selected_single_source_or_lookup_matched_synset_lemma	dealership	dealership:-1	dealership	dealership:-1	dealership	dealership	dealership	visual_genome	dealership	exact	franchise|dealership	oewn-08077878-n	oewn-08077878-n:noun.group	oewn-08077878-n:business;concern;business concern;business organization;business organisation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08077282-n	noun.group	manufacturer	manufacturer	selected_single_source_or_lookup_matched_synset_lemma	manufacturer	manufacturer:-1	manufacturer	manufacturer:-1	manufacturer	manufacturer	manufacturer	visual_genome	manufacturer	exact	manufacturer|maker|manufacturing business	oewn-08077878-n	oewn-08077878-n:noun.group	oewn-08077878-n:business;concern;business concern;business organization;business organisation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08077878-n	noun.group	business	business	selected_single_source_or_lookup_matched_synset_lemma	business	business:-1	business	business:-1	business	business|businesses	business|businesses	visual_genome	business	exact|morphy	business|concern|business concern|business organization|business organisation	oewn-08072983-n	oewn-08072983-n:noun.group	oewn-08072983-n:enterprise	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-08079459-n	noun.group	publisher	publisher	selected_single_source_or_lookup_matched_synset_lemma	publisher	publisher:-1	publisher	publisher:-1	publisher	publisher	publisher	visual_genome	publisher	exact	publisher|publishing house|publishing firm|publishing company	oewn-08076706-n	oewn-08076706-n:noun.group	oewn-08076706-n:firm;house;business firm	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08082773-n	noun.group	processor	processor	selected_single_source_or_lookup_matched_synset_lemma	processor	processor:-1	processor	processor:-1	processor	processor	processor	visual_genome	processor	exact	processor	oewn-08077878-n	oewn-08077878-n:noun.group	oewn-08077878-n:business;concern;business concern;business organization;business organisation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08083599-n	noun.group	car manufacturer	car manufacturer	selected_single_source_or_lookup_matched_synset_lemma	car manufacturer	car manufacturer:-1	car manufacturer	car manufacturer:-1	car manufacturer	car manufacturer	car manufacturer	visual_genome	car manufacturer	exact	car manufacturer|car maker|carmaker|auto manufacturer|auto maker|automaker	oewn-08077282-n	oewn-08077282-n:noun.group	oewn-08077282-n:manufacturer;maker;manufacturing business	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08085433-n	noun.group	Hollywood	hollywood	selected_single_source_or_lookup_matched_synset_lemma	Hollywood	Hollywood:-1	hollywood	hollywood:-1	Hollywood	hollywood	hollywood	visual_genome	hollywood	exact	Hollywood	oewn-08084987-n	oewn-08084987-n:noun.group	oewn-08084987-n:film industry;movie industry	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08091257-n	noun.group	signage	signage	selected_single_source_or_lookup_matched_synset_lemma	signage	signage:-1	signage	signage:-1	signage	signage|signages	signage|signages	visual_genome	signage	exact|morphy	signage	oewn-07968050-n	oewn-07968050-n:noun.group	oewn-07968050-n:collection;aggregation;accumulation;assemblage	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-08096196-n	noun.group	baseball team	baseball team	selected_single_source_or_lookup_matched_synset_lemma	baseball team	baseball team:-1	baseball team	baseball team:-1	baseball team	baseball team	baseball team	visual_genome	baseball team	exact	baseball team	oewn-08225481-n	oewn-08225481-n:noun.group	oewn-08225481-n:team;squad	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08096729-n	noun.group	basketball team	basketball team	selected_single_source_or_lookup_matched_synset_lemma	basketball team	basketball team:-1	basketball team	basketball team:-1	basketball team	basketball team	basketball team	visual_genome	basketball team	exact	basketball team|five	oewn-08225481-n	oewn-08225481-n:noun.group	oewn-08225481-n:team;squad	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08097263-n	noun.group	hockey team	hockey team	selected_single_source_or_lookup_matched_synset_lemma	hockey team	hockey team:-1	hockey team	hockey team:-1	hockey team	hockey team	hockey team	visual_genome	hockey team	exact	hockey team	oewn-08225481-n	oewn-08225481-n:noun.group	oewn-08225481-n:team;squad	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08099479-n	noun.group	church	church	selected_single_source_or_lookup_matched_synset_lemma	church	church:-1	church	church:-1	church	church	church	visual_genome	church	exact	church|Christian church	oewn-08098545-n	oewn-08098545-n:noun.group	oewn-08098545-n:religion;faith;organized religion	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08115995-n	noun.group	Zen	zen	selected_single_source_or_lookup_matched_synset_lemma	Zen	Zen:-1	zen	zen:-1	Zen	zen	zen	visual_genome	zen	exact	Zen|Zen Buddhism	oewn-08115674-n	oewn-08115674-n:noun.group	oewn-08115674-n:Buddhism	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08116999-n	noun.group	Scientology	scientology	selected_single_source_or_lookup_matched_synset_lemma	Scientology	Scientology:-1	scientology	scientology:-1	Scientology	scientology	scientology	visual_genome	scientology	exact	Scientology|Church of Scientology	oewn-08098545-n	oewn-08098545-n:noun.group	oewn-08098545-n:religion;faith;organized religion	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08118376-n	noun.group	breed	breed	selected_single_source_or_lookup_matched_synset_lemma	breed	breed:-1	breed	breed:-1		breeds	breeds	visual_genome	breed	morphy	breed|strain|stock	oewn-08118051-n|oewn-08010371-n	oewn-08118051-n:noun.group|oewn-08010371-n:noun.group	oewn-08118051-n:variety|oewn-08010371-n:animal group	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08118903-n	noun.group	pedigree	pedigree	selected_single_source_or_lookup_matched_synset_lemma	pedigree	pedigree:-1	pedigree	pedigree:-1	pedigree	pedigree	pedigree	visual_genome	pedigree	exact	lineage|line|line of descent|descent|bloodline|blood line|blood|pedigree|ancestry|origin|parentage|stemma|stock	oewn-08119368-n	oewn-08119368-n:noun.group	oewn-08119368-n:genealogy;family tree	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08131836-n	noun.group	department	department	selected_single_source_or_lookup_matched_synset_lemma	department	department:28	department	department:-1	department	department	department	visual_genome	department	exact	department|section	oewn-08237635-n	oewn-08237635-n:noun.group	oewn-08237635-n:division	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08138092-n	noun.group	fire department	fire department	selected_single_source_or_lookup_matched_synset_lemma	fire department	fire department:-1	fire department	fire department:-1	fire department	fire department	fire department	visual_genome	fire department	exact	fire department	oewn-08137359-n	oewn-08137359-n:noun.group	oewn-08137359-n:local department;department of local government	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08138369-n	noun.group	fire brigade	fire brigade	selected_single_source_or_lookup_matched_synset_lemma	fire brigade	fire brigade:-1	fire brigade	fire brigade:-1	fire brigade	fire brigade	fire brigade	visual_genome	fire brigade	exact	fire brigade|fire company	oewn-08024893-n	oewn-08024893-n:noun.group	oewn-08024893-n:organization;organisation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08143272-n	noun.group	NASA	nasa	selected_single_source_or_lookup_matched_synset_lemma	NASA	NASA:-1	nasa	nasa:-1	NASA	nasa	nasa	visual_genome	nasa	exact	National Aeronautics and Space Administration|NASA	oewn-08355774-n	oewn-08355774-n:noun.group	oewn-08355774-n:independent agency	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08149937-n	noun.group	DOE	doe	selected_single_source_or_lookup_matched_synset_lemma	DOE	DOE:-1	doe	doe:-1	DOE	doe	doe	visual_genome	doe	exact	Department of Energy|Energy Department|Energy|DOE	oewn-08140150-n	oewn-08140150-n:noun.group	oewn-08140150-n:executive department	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08152044-n	noun.group	HUD	hud	selected_single_source_or_lookup_matched_synset_lemma	HUD	HUD:-1	hud	hud:-1	HUD	hud	hud	visual_genome	hud	exact	Department of Housing and Urban Development|Housing and Urban Development|HUD	oewn-08140150-n	oewn-08140150-n:noun.group	oewn-08140150-n:executive department	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08160486-n	noun.group	IR	ir	selected_single_source_or_lookup_matched_synset_lemma	IR	IR:0	ir	ir:-1	IR	ir	ir	visual_genome	ir	exact	Inland Revenue|IR	oewn-08094128-n	oewn-08094128-n:noun.group	oewn-08094128-n:administrative unit;administrative body	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08163789-n	noun.group	denomination	denomination	selected_single_source_or_lookup_matched_synset_lemma	denomination	denomination:10	denomination	denomination:-1	denomination	denomination	denomination	visual_genome	denomination	exact	denomination	oewn-08026566-n	oewn-08026566-n:noun.group	oewn-08026566-n:nongovernmental organization;NGO	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08167583-n	noun.group	Shakers	shakers	selected_single_source_or_lookup_matched_synset_lemma	Shakers	Shakers:-1	shakers	shakers:-1	Shakers	shakers	shakers	visual_genome	shakers	exact	Shakers|United Society of Believers in Christ's Second Appearing	oewn-08166788-n	oewn-08166788-n:noun.group	oewn-08166788-n:sect;religious sect;religious order	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08171602-n	noun.group	Han	han	selected_single_source_or_lookup_matched_synset_lemma	Han	Han:-1	han	han:-1	Han	han	han	visual_genome	han	exact	Han|Han dynasty	oewn-07988029-n	oewn-07988029-n:noun.group	oewn-07988029-n:dynasty	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08175930-n	noun.group	Tudor	tudor	selected_single_source_or_lookup_matched_synset_lemma	Tudor	Tudor:-1	tudor	tudor:-1	Tudor	tudor	tudor	visual_genome	tudor	exact	Tudor|House of Tudor	oewn-07988029-n	oewn-07988029-n:noun.group	oewn-07988029-n:dynasty	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08176823-n	noun.group	York	york	selected_single_source_or_lookup_matched_synset_lemma	York	York:-1	york	york:-1	York	york	york	visual_genome	york	exact	York|House of York	oewn-07988029-n|oewn-08170336-n	oewn-07988029-n:noun.group|oewn-08170336-n:noun.group	oewn-07988029-n:dynasty|oewn-08170336-n:royalty;royal family;royal line;royal house	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08181484-n	noun.group	organisation	organisation	selected_single_source_or_lookup_matched_synset_lemma	organisation	organisation:0	organisation	organisation:-1	organisation	organisation	organisation	visual_genome	organisation	exact	administration|governance|governing body|establishment|brass|organization|organisation	oewn-07981699-n	oewn-07981699-n:noun.group	oewn-07981699-n:body	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08185877-n	noun.group	country	country	selected_single_source_or_lookup_matched_synset_lemma	country	country:-1	country	country:-1	country	countries|country	countries|country	visual_genome	country	morphy|exact	state|nation|country|land|commonwealth|res publica|body politic	oewn-08376876-n	oewn-08376876-n:noun.group	oewn-08376876-n:political unit;political entity	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-08190414-n	noun.group	EC	ec	selected_single_source_or_lookup_matched_synset_lemma	EC	EC:-1	ec	ec:-1	EC	ec	ec	visual_genome	ec	exact	European Union|EU|European Community|EC|European Economic Community|EEC|Common Market|Europe	oewn-08311617-n	oewn-08311617-n:noun.group	oewn-08311617-n:world organization;world organisation;international organization;international organisation;global organization	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08196373-n	noun.group	rich	rich	selected_single_source_or_lookup_matched_synset_lemma	rich	rich:-1	rich	rich:-1	rich	rich	rich	visual_genome	rich	exact	rich people|rich	oewn-07958392-n	oewn-07958392-n:noun.group	oewn-07958392-n:people	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08196607-n	noun.group	public	public	selected_single_source_or_lookup_matched_synset_lemma	public	public:-1	public	public:-1	public	public	public	visual_genome	public	exact	populace|public|world	oewn-07958392-n	oewn-07958392-n:noun.group	oewn-07958392-n:people	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08199297-n	noun.group	crowd	crowd	selected_single_source_or_lookup_matched_synset_lemma	crowd	crowd:-1	crowd	crowd:-1	crowd	crowd|crowds	crowd|crowds	visual_genome	crowd	exact|morphy	crowd	oewn-07991473-n	oewn-07991473-n:noun.group	oewn-07991473-n:gathering;assemblage	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-08199880-n	noun.group	horde	horde	selected_single_source_or_lookup_matched_synset_lemma	horde	horde:-1	horde	horde:-1	horde	horde	horde	visual_genome	horde	exact	horde|host|legion	oewn-08199634-n	oewn-08199634-n:noun.group	oewn-08199634-n:multitude;throng;concourse	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08200459-n	noun.group	traffic jam	traffic jam	selected_single_source_or_lookup_matched_synset_lemma	traffic jam	traffic jam:-1	traffic jam	traffic jam:-1	traffic jam	traffic jam	traffic jam	visual_genome	traffic jam	exact	traffic jam|snarl-up	oewn-08200316-n	oewn-08200316-n:noun.group	oewn-08200316-n:crush;jam;press	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08202676-n	noun.group	utility	utility	selected_single_source_or_lookup_matched_synset_lemma	utility	utility:-1	utility	utility:-1	utility	utilities|utility	utilities|utility	visual_genome	utility	morphy|exact	utility|public utility|public utility company|public-service corporation	oewn-08202965-n	oewn-08202965-n:noun.group	oewn-08202965-n:service	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-08203311-n	noun.group	electric company	electric company	selected_single_source_or_lookup_matched_synset_lemma	electric company	electric company:-1	electric company	electric company:-1	electric company	electric company	electric company	visual_genome	electric company	exact	power company|power service|electric company|light company	oewn-08202676-n	oewn-08202676-n:noun.group	oewn-08202676-n:utility;public utility;public utility company;public-service corporation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08203679-n	noun.group	bus company	bus company	selected_single_source_or_lookup_matched_synset_lemma	bus company	bus company:-1	bus company	bus company:-1	bus company	bus company	bus company	visual_genome	bus company	exact	bus company|bus service	oewn-08202676-n|oewn-08020531-n	oewn-08202676-n:noun.group|oewn-08020531-n:noun.group	oewn-08202676-n:utility;public utility;public utility company;public-service corporation|oewn-08020531-n:transportation company	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08205165-n	noun.group	ensemble	ensemble	selected_single_source_or_lookup_matched_synset_lemma	ensemble	ensemble:-1	ensemble	ensemble:-1	ensemble	ensemble	ensemble	visual_genome	ensemble	exact	ensemble	oewn-08263534-n	oewn-08263534-n:noun.group	oewn-08263534-n:musical organization;musical organisation;musical group	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08205568-n	noun.group	choir	choir	selected_single_source_or_lookup_matched_synset_lemma	choir	choir:-1	choir	choir:-1	choir	choir	choir	visual_genome	choir	exact	choir	oewn-08204767-n	oewn-08204767-n:noun.group	oewn-08204767-n:chorus	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08206141-n	noun.group	circus	circus	selected_single_source_or_lookup_matched_synset_lemma	circus	circus:-1	circus	circus:-1	circus	circus	circus	visual_genome	circus	exact	circus	oewn-08203951-n	oewn-08203951-n:noun.group	oewn-08203951-n:company;troupe	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08208160-n	noun.group	army	army	selected_single_source_or_lookup_matched_synset_lemma	army	army:-1	army	army:-1	army	army	army	visual_genome	army	exact	army|regular army|ground forces	oewn-08215077-n	oewn-08215077-n:noun.group	oewn-08215077-n:military service;armed service;service	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08208631-n	noun.group	navy	navy	selected_single_source_or_lookup_matched_synset_lemma	navy	navy:9	navy	navy:-1	navy	navy	navy	visual_genome	navy	exact	navy|naval forces	oewn-08215077-n	oewn-08215077-n:noun.group	oewn-08215077-n:military service;armed service;service	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08208917-n	noun.group	US Navy	us navy	selected_single_source_or_lookup_matched_synset_lemma	US Navy	US Navy:-1	us navy	us navy:-1	US Navy	us navy	us navy	visual_genome	us navy	exact	United States Navy|US Navy|USN|Navy	oewn-08354251-n	oewn-08354251-n:noun.group	oewn-08354251-n:agency;federal agency;government agency;bureau;office;authority	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08209291-n	noun.group	coastguard	coastguard	selected_single_source_or_lookup_matched_synset_lemma	coastguard	coastguard:0	coastguard	coastguard:-1		coast guard	coast guard	visual_genome	coastguard	joined_variant	coastguard	oewn-08215077-n	oewn-08215077-n:noun.group	oewn-08215077-n:military service;armed service;service	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08212737-n	noun.group	air unit	air unit	selected_single_source_or_lookup_matched_synset_lemma	air unit	air unit:-1	air unit	air unit:-1	air unit	air unit	air unit	visual_genome	air unit	exact	air unit	oewn-08215338-n	oewn-08215338-n:noun.group	oewn-08215338-n:military unit;military force;military group;force	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08215338-n	noun.group	military unit	military unit	selected_single_source_or_lookup_matched_synset_lemma	military unit	military unit:-1	military unit	military unit:-1	military unit	military unit	military unit	visual_genome	military unit	exact	military unit|military force|military group|force	oewn-08206589-n	oewn-08206589-n:noun.group	oewn-08206589-n:unit;social unit	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08215965-n	noun.group	military	military	selected_single_source_or_lookup_matched_synset_lemma	military	military:-1	military	military:-1	military	military	military	visual_genome	military	exact	military|armed forces|armed services|military machine|war machine	oewn-08224937-n	oewn-08224937-n:noun.group	oewn-08224937-n:force;personnel	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08224937-n	noun.group	personnel	personnel	selected_single_source_or_lookup_matched_synset_lemma	personnel	personnel:-1	personnel	personnel:-1	personnel	personnel	personnel	visual_genome	personnel	exact	force|personnel	oewn-08024893-n	oewn-08024893-n:noun.group	oewn-08024893-n:organization;organisation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08225481-n	noun.group	team	team	selected_single_source_or_lookup_matched_synset_lemma	team	team:-1	team	team:-1	team	team|teams	team|teams	visual_genome	team	exact|morphy	team|squad	oewn-08206589-n	oewn-08206589-n:noun.group	oewn-08206589-n:unit;social unit	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-08226608-n	noun.group	police	police	selected_single_source_or_lookup_matched_synset_lemma	police	police:-1	police	police:-1	police	police	police	visual_genome	police	exact	police|police force|constabulary|law	oewn-08224937-n|oewn-08365742-n	oewn-08224937-n:noun.group|oewn-08365742-n:noun.group	oewn-08224937-n:force;personnel|oewn-08365742-n:law enforcement agency	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08229067-n	noun.group	SA	sa	selected_single_source_or_lookup_matched_synset_lemma	SA	SA:-1	sa	sa:-1	SA	sa	sa	visual_genome	sa	exact	SA|Sturmabteilung|Storm Troops	oewn-08407468-n	oewn-08407468-n:noun.group	oewn-08407468-n:militia;reserves	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08229268-n	noun.group	hands	hands	selected_single_source_or_lookup_matched_synset_lemma	hands	hands:-1	hands	hands:-1	hands	hands	hands	visual_genome	hands	exact	work force|workforce|manpower|hands|men	oewn-08224937-n	oewn-08224937-n:noun.group	oewn-08224937-n:force;personnel	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08230126-n	noun.group	division	division	selected_single_source_or_lookup_matched_synset_lemma	division	division:-1	division	division:-1	division	division	division	visual_genome	division	exact	division	oewn-08207684-n	oewn-08207684-n:noun.group	oewn-08207684-n:army unit	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08230899-n	noun.group	brigade	brigade	selected_single_source_or_lookup_matched_synset_lemma	brigade	brigade:-1	brigade	brigade:-1	brigade	brigade	brigade	visual_genome	brigade	exact	brigade	oewn-08207684-n	oewn-08207684-n:noun.group	oewn-08207684-n:army unit	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08233097-n	noun.group	patrol	patrol	selected_single_source_or_lookup_matched_synset_lemma	patrol	patrol:-1	patrol	patrol:-1	patrol	patrol	patrol	visual_genome	patrol	exact	patrol	oewn-08232169-n	oewn-08232169-n:noun.group	oewn-08232169-n:detachment	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08234223-n	noun.group	strings	strings	selected_single_source_or_lookup_matched_synset_lemma	strings	strings:-1	strings	strings:-1	strings	strings	strings	visual_genome	strings	exact	string section|strings	oewn-08233821-n	oewn-08233821-n:noun.group	oewn-08233821-n:section	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08235043-n	noun.group	squad	squad	selected_single_source_or_lookup_matched_synset_lemma	squad	squad:-1	squad	squad:-1	squad	squad	squad	visual_genome	squad	exact	squad	oewn-08207684-n	oewn-08207684-n:noun.group	oewn-08207684-n:army unit	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08237010-n	noun.group	squadron	squadron	selected_single_source_or_lookup_matched_synset_lemma	squadron	squadron:-1	squadron	squadron:-1	squadron	squadron	squadron	visual_genome	squadron	exact	squadron	oewn-08406441-n	oewn-08406441-n:noun.group	oewn-08406441-n:cavalry	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08237455-n	noun.group	flight	flight	selected_single_source_or_lookup_matched_synset_lemma	flight	flight:6	flight	flight:-1	flight	flight|flights	flight|flights	visual_genome	flight	exact|morphy	flight	oewn-08443418-n	oewn-08443418-n:noun.group	oewn-08443418-n:formation	selected_all_immediate_oewn_hypernyms	2	selected_single_source_or_lookup_matched_synset_lemma
oewn-08238818-n	noun.group	audience	audience	selected_single_source_or_lookup_matched_synset_lemma	audience	audience:-1	audience	audience:-1	audience	audience	audience	visual_genome	audience	exact	audience	oewn-07991473-n	oewn-07991473-n:noun.group	oewn-07991473-n:gathering;assemblage	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08239671-n	noun.group	viewers	viewers	selected_single_source_or_lookup_matched_synset_lemma	viewers	viewers:-1	viewers	viewers:-1	viewers	viewers	viewers	visual_genome	viewers	exact	viewing audience|TV audience|viewers	oewn-08239214-n	oewn-08239214-n:noun.group	oewn-08239214-n:audience	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08239792-n	noun.group	grandstand	grandstand	selected_single_source_or_lookup_matched_synset_lemma	grandstand	grandstand:-1	grandstand	grandstand:-1	grandstand	grand stand|grandstand|grandstands	grand stand|grandstand|grandstands	visual_genome	grandstand	joined_variant|exact|morphy	grandstand	oewn-08238818-n	oewn-08238818-n:noun.group	oewn-08238818-n:audience	selected_all_immediate_oewn_hypernyms	3	selected_single_source_or_lookup_matched_synset_lemma
oewn-08240723-n	noun.group	community	community	selected_single_source_or_lookup_matched_synset_lemma	community	community:-1	community	community:-1	community	community	community	visual_genome	community	exact	community	oewn-07991473-n	oewn-07991473-n:noun.group	oewn-07991473-n:gathering;assemblage	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08243899-n	noun.group	crossroads	crossroads	selected_single_source_or_lookup_matched_synset_lemma	crossroads	crossroads:-1	crossroads	crossroads:-1	crossroads	crossroads	crossroads	visual_genome	crossroads	exact	hamlet|crossroads	oewn-08240723-n	oewn-08240723-n:noun.group	oewn-08240723-n:community	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08244135-n	noun.group	lodge	lodge	selected_single_source_or_lookup_matched_synset_lemma	lodge	lodge:-1	lodge	lodge:-1	lodge	lodge	lodge	visual_genome	lodge	exact	club|social club|society|guild|gild|lodge|order	oewn-08066153-n	oewn-08066153-n:noun.group	oewn-08066153-n:association	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08246283-n	noun.group	country club	country club	selected_single_source_or_lookup_matched_synset_lemma	country club	country club:-1	country club	country club:-1	country club	country club	country club	visual_genome	country club	exact	country club	oewn-08244135-n	oewn-08244135-n:noun.group	oewn-08244135-n:club;social club;society;guild;gild;lodge;order	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08248105-n	noun.group	league	league	selected_single_source_or_lookup_matched_synset_lemma	league	league:-1	league	league:-1	league	league	league	visual_genome	league	exact	league|conference	oewn-08066153-n	oewn-08066153-n:noun.group	oewn-08066153-n:association	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08248420-n	noun.group	major league	major league	selected_single_source_or_lookup_matched_synset_lemma	major league	major league:-1	major league	major league:-1	major league	major league	major league	visual_genome	major league	exact	major league|big league|majors	oewn-08248105-n	oewn-08248105-n:noun.group	oewn-08248105-n:league;conference	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
oewn-08249977-n	noun.group	union	union	selected_single_source_or_lookup_matched_synset_lemma	union	union:-1	union	union:-1	union	union	union	visual_genome	union	exact	union|labor union|trade union|trades union|brotherhood	oewn-08024893-n	oewn-08024893-n:noun.group	oewn-08024893-n:organization;organisation	selected_all_immediate_oewn_hypernyms	1	selected_single_source_or_lookup_matched_synset_lemma
