dataset	category_index	label	label_key	source_version	source_url	source_class	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
objects365	277	Toaster	toaster	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	toaster	oewn-04449446-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	278	Shrimp	shrimp	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	shrimp	true	3	oewn-07810135-n	noun.food	oewn-10563101-n|oewn-07810135-n|oewn-01989447-n	oewn-10563101-n:noun.person:runt;shrimp;peewee;half-pint|oewn-07810135-n:noun.food:prawn;shrimp|oewn-01989447-n:noun.animal:shrimp	prawn|shrimp	shrimp	selected_single_label_or_lookup_matched_wordnet_lemma	shrimp	shrimp:0	oewn-07792842-n	oewn-07792842-n:noun.food	oewn-07792842-n:seafood	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07810135-n	user-approved first-allowed-candidate decision: exclude person insult sense and choose first food/animal candidate	false	true	wn30_all_zero	oewn-10563101-n:shrimp%1:18:00:::runt.n.01:0;half--pint%1:18:00::=wn30_missing|oewn-07810135-n:shrimp%1:13:00:::prawn.n.01:0|oewn-01989447-n:shrimp%1:05:00:::shrimp.n.03:0	first_object_compatible_fallback	first_object_compatible_fallback
objects365	279	Sushi	sushi	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	sushi	true	1	oewn-07895426-n	noun.food	oewn-07895426-n	oewn-07895426-n:noun.food:sushi	sushi	sushi	selected_single_label_or_lookup_matched_wordnet_lemma	sushi	sushi:1	oewn-07572999-n	oewn-07572999-n:noun.food	oewn-07572999-n:dish	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	280	Cheese	cheese	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cheese	true	2	oewn-07866305-n	noun.food	oewn-07866305-n|oewn-12192020-n	oewn-07866305-n:noun.food:cheese|oewn-12192020-n:noun.plant:tall mallow;high mallow;cheese;cheeseflower;Malva sylvestris	cheese	cheese	selected_single_label_or_lookup_matched_wordnet_lemma	cheese	cheese:2	oewn-07859751-n|oewn-07571428-n	oewn-07859751-n:noun.food|oewn-07571428-n:noun.food	oewn-07859751-n:dairy product|oewn-07571428-n:solid food	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07866305-n:cheese%1:13:00:::cheese.n.01:2|oewn-12192020-n:cheese%1:20:00:::tall_mallow.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	281	Notepaper	notepaper	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	notepaper	true	1	oewn-06269819-n	noun.communication	oewn-06269819-n	oewn-06269819-n:noun.communication:notepaper	notepaper	notepaper	selected_single_label_or_lookup_matched_wordnet_lemma	notepaper	notepaper:0	oewn-15129835-n	oewn-15129835-n:noun.substance	oewn-15129835-n:writing paper	selected_all_immediate_oewn_hypernyms	conditional	manual_override	select:oewn-06269819-n	user-approved ambiguous decision: physical notepaper object sense	false	true			manual_select	manual_select
objects365	282	Cherry	cherry	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cherry	true	4	oewn-07773108-n	noun.food	oewn-12662557-n|oewn-12662174-n|oewn-07773108-n|oewn-04971620-n	oewn-12662557-n:noun.plant:cherry|oewn-12662174-n:noun.plant:cherry;cherry tree|oewn-07773108-n:noun.food:cherry|oewn-04971620-n:noun.attribute:cerise;cherry;cherry red	cherry	cherry	selected_single_label_or_lookup_matched_wordnet_lemma	cherry	cherry:0	oewn-07721676-n|oewn-13159085-n	oewn-07721676-n:noun.food|oewn-13159085-n:noun.plant	oewn-07721676-n:edible fruit|oewn-13159085-n:drupe;stone fruit	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07773108-n	user-approved ambiguous decision: food sense	false	true	wn30_all_zero	oewn-12662557-n:cherry%1:20:02:::cherry.n.01:0|oewn-12662174-n:cherry%1:20:00:::cherry.n.02:0|oewn-07773108-n:cherry%1:13:00:::cherry.n.03:0	manual_select	manual_select
objects365	283	Pliers	pliers	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	pliers	true	1	oewn-03973308-n	noun.artifact	oewn-03973308-n	oewn-03973308-n:noun.artifact:pliers;pair of pliers;plyers	pliers|pair of pliers|plyers	pliers	selected_single_label_or_lookup_matched_wordnet_lemma	pliers	pliers:0	oewn-03494245-n|oewn-03086131-n	oewn-03494245-n:noun.artifact|oewn-03086131-n:noun.artifact	oewn-03494245-n:hand tool|oewn-03086131-n:compound lever	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	284	CD	cd	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cd	true	4	oewn-03083234-n	noun.artifact	oewn-13386310-n|oewn-14656622-n|oewn-13663013-n|oewn-03083234-n	oewn-13386310-n:noun.possession:certificate of deposit;CD|oewn-14656622-n:noun.substance:cadmium;Cd;atomic number 48|oewn-13663013-n:noun.quantity:candle;candela;cd;standard candle|oewn-03083234-n:noun.artifact:compact disk;compact disc;CD	compact disk|compact disc|CD	CD	selected_single_label_or_lookup_matched_wordnet_lemma	CD	CD:0	oewn-03857307-n|oewn-04070980-n	oewn-03857307-n:noun.artifact|oewn-04070980-n:noun.artifact	oewn-03857307-n:optical disk;optical disc|oewn-04070980-n:recording	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03083234-n	user-approved ambiguous decision: compact disc artifact sense	false	true	wn30_all_zero	oewn-13386310-n:cd%1:21:00:::certificate_of_deposit.n.01:0|oewn-14656622-n:cd%1:27:00:::cadmium.n.01:0|oewn-03083234-n:cd%1:06:00:::compact_disk.n.01:0	manual_select	manual_select
objects365	285	Pasta	pasta	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	pasta	true	2	oewn-07879350-n	noun.food	oewn-07879350-n|oewn-07714660-n	oewn-07879350-n:noun.food:pasta|oewn-07714660-n:noun.food:pasta;alimentary paste	pasta	pasta	selected_single_label_or_lookup_matched_wordnet_lemma	pasta	pasta:0	oewn-07572999-n	oewn-07572999-n:noun.food	oewn-07572999-n:dish	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-07879350-n	user-approved first-allowed-candidate decision: first food candidate	false	true	wn30_all_zero	oewn-07879350-n:pasta%1:13:01:::pasta.n.01:0|oewn-07714660-n:pasta%1:13:00:::pasta.n.02:0	first_object_compatible_fallback	first_object_compatible_fallback
objects365	286	Hammer	hammer	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	hammer	true	8	oewn-03486255-n	noun.artifact	oewn-03486907-n|oewn-03486255-n|oewn-05333491-n|oewn-03721208-n|oewn-03487084-n|oewn-03486757-n|oewn-03486604-n|oewn-01177806-n	oewn-03486907-n:noun.artifact:hammer;cock|oewn-03486255-n:noun.artifact:hammer|oewn-05333491-n:noun.body:malleus;hammer|oewn-03721208-n:noun.artifact:mallet;hammer|oewn-03487084-n:noun.artifact:hammer|oewn-03486757-n:noun.artifact:hammer|oewn-03486604-n:noun.artifact:hammer;power hammer|oewn-01177806-n:noun.act:hammer;pound;hammering;pounding	hammer	hammer	selected_single_label_or_lookup_matched_wordnet_lemma	hammer	hammer:2	oewn-03494245-n	oewn-03494245-n:noun.artifact	oewn-03494245-n:hand tool	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03486255-n	user-approved ambiguous decision: hand-tool hammer artifact sense	false	true	wn30_tie	oewn-03486907-n:hammer%1:06:04:::hammer.n.01:2|oewn-03486255-n:hammer%1:06:00:::hammer.n.02:2|oewn-05333491-n:hammer%1:08:00:::malleus.n.01:0|oewn-03721208-n:hammer%1:06:03:::mallet.n.02:0|oewn-03487084-n:hammer%1:06:05:::hammer.n.05:0|oewn-03486757-n:hammer%1:06:02:::hammer.n.06:0|oewn-03486604-n:hammer%1:06:01:::hammer.n.07:0	manual_select	manual_select
objects365	287	Cue	cue	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	cue	true	4	oewn-03150188-n	noun.artifact	oewn-07024325-n|oewn-06656526-n|oewn-05837537-n|oewn-03150188-n	oewn-07024325-n:noun.communication:cue|oewn-06656526-n:noun.communication:clue;clew;cue|oewn-05837537-n:noun.cognition:discriminative stimulus;cue|oewn-03150188-n:noun.artifact:cue;cue stick;pool cue;pool stick	cue|cue stick|pool cue|pool stick	cue	selected_single_label_or_lookup_matched_wordnet_lemma	cue	cue:0	oewn-04292760-n	oewn-04292760-n:noun.artifact	oewn-04292760-n:sports implement	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-03150188-n	user-approved ambiguous decision: cue stick artifact sense	false	true	wn30_all_zero	oewn-07024325-n:cue%1:10:00:::cue.n.01:0|oewn-06656526-n:cue%1:10:01:::clue.n.02:0|oewn-03150188-n:cue%1:06:00:::cue.n.04:0	manual_select	manual_select
objects365	288	Avocado	avocado	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	avocado	true	2	oewn-07780823-n	noun.food	oewn-07780823-n|oewn-11727230-n	oewn-07780823-n:noun.food:avocado;alligator pear;avocado pear;aguacate|oewn-11727230-n:noun.plant:avocado;avocado tree;Persea Americana	avocado|alligator pear|avocado pear|aguacate	avocado	selected_single_label_or_lookup_matched_wordnet_lemma	avocado	avocado:15	oewn-07721676-n	oewn-07721676-n:noun.food	oewn-07721676-n:edible fruit	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07780823-n:avocado%1:13:00:::avocado.n.01:15|oewn-11727230-n:avocado%1:20:00:::avocado.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	289	Hamimelon	hamimelon	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	290	Flask	flask	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	flask	true	2	oewn-03364412-n	noun.artifact	oewn-03364412-n|oewn-13789286-n	oewn-03364412-n:noun.artifact:flask|oewn-13789286-n:noun.quantity:flask;flaskful	flask	flask	selected_single_label_or_lookup_matched_wordnet_lemma	flask	flask:4	oewn-02879899-n	oewn-02879899-n:noun.artifact	oewn-02879899-n:bottle	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03364412-n:flask%1:06:00:::flask.n.01:4	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	291	Mushroon	mushroon	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	292	Screwdriver	screwdriver	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	screwdriver	true	2	oewn-04161626-n	noun.artifact	oewn-04161626-n|oewn-07933512-n	oewn-04161626-n:noun.artifact:screwdriver|oewn-07933512-n:noun.food:screwdriver	screwdriver	screwdriver	selected_single_label_or_lookup_matched_wordnet_lemma	screwdriver	screwdriver:1	oewn-03494245-n	oewn-03494245-n:noun.artifact	oewn-03494245-n:hand tool	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04161626-n:screwdriver%1:06:00:::screwdriver.n.01:1|oewn-07933512-n:screwdriver%1:13:00:::screwdriver.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	293	Soap	soap	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	soap	true	3	oewn-04260547-n	noun.artifact	oewn-04260547-n|oewn-13306124-n|oewn-04260861-n	oewn-04260547-n:noun.artifact:soap|oewn-13306124-n:noun.possession:soap|oewn-04260861-n:noun.artifact:soap;scoop;max;liquid ecstasy;grievous bodily harm;goop;Georgia home boy;easy lay	soap	soap	selected_single_label_or_lookup_matched_wordnet_lemma	soap	soap:9	oewn-03044572-n	oewn-03044572-n:noun.artifact	oewn-03044572-n:cleansing agent;cleanser;cleaner	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04260547-n:soap%1:06:00:::soap.n.01:9|oewn-13306124-n:soap%1:21:00:::soap.n.02:0|oewn-04260861-n:soap%1:06:01:::soap.n.03:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	294	Recorder	recorder	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	recorder	true	4	oewn-04070485-n	noun.artifact	oewn-04070485-n|oewn-10536467-n|oewn-10531553-n|oewn-03348200-n	oewn-04070485-n:noun.artifact:recorder;recording equipment;recording machine|oewn-10536467-n:noun.person:registrar;record-keeper;recorder|oewn-10531553-n:noun.person:recorder|oewn-03348200-n:noun.artifact:fipple flute;fipple pipe;recorder;vertical flute	recorder|recording equipment|recording machine	recorder	selected_single_label_or_lookup_matched_wordnet_lemma	recorder	recorder:2	oewn-03298959-n	oewn-03298959-n:noun.artifact	oewn-03298959-n:equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04070485-n:recorder%1:06:01:::recorder.n.01:2|oewn-10536467-n:record--keeper%1:18:00::=wn30_missing;recorder%1:18:00:::registrar.n.03:0|oewn-10531553-n:recorder%1:18:01:::recorder.n.03:0|oewn-03348200-n:recorder%1:06:00:::fipple_flute.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	295	Bear	bear	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	bear	oewn-02134305-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	296	Eggplant	eggplant	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	eggplant	true	2	oewn-07728819-n	noun.food	oewn-07728819-n|oewn-12916760-n	oewn-07728819-n:noun.food:eggplant;aubergine;mad apple|oewn-12916760-n:noun.plant:eggplant;aubergine;brinjal;eggplant bush;garden egg;mad apple;Solanum melongena	eggplant|aubergine|mad apple	eggplant	selected_single_label_or_lookup_matched_wordnet_lemma	eggplant	eggplant:1	oewn-07725752-n	oewn-07725752-n:noun.food	oewn-07725752-n:solanaceous vegetable	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07728819-n:eggplant%1:13:00:::eggplant.n.01:1|oewn-12916760-n:eggplant%1:20:00:::eggplant.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	297	Board Eraser	board eraser	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	298	Coconut	coconut	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	coconut	true	3	oewn-07789214-n	noun.food	oewn-07789214-n|oewn-07788911-n|oewn-12608564-n	oewn-07789214-n:noun.food:coconut;coconut meat|oewn-07788911-n:noun.food:coconut;cocoanut|oewn-12608564-n:noun.plant:coconut;coconut palm;coco palm;coco;cocoa palm;coconut tree;Cocos nucifera	coconut|coconut meat	coconut	selected_single_label_or_lookup_matched_wordnet_lemma	coconut	coconut:3	oewn-07571428-n	oewn-07571428-n:noun.food	oewn-07571428-n:solid food	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07789214-n:coconut%1:13:02:::coconut.n.01:3|oewn-07788911-n:coconut%1:13:00:::coconut.n.02:1|oewn-12608564-n:coconut%1:20:01:::coconut.n.03:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	299	Tape Measur/ Ruler	tape measur/ ruler	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	300	Pig	pig	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	pig	true	6	oewn-02398058-n	noun.animal	oewn-02398058-n|oewn-10631726-n|oewn-10199280-n|oewn-09898610-n|oewn-03941392-n|oewn-03941274-n	oewn-02398058-n:noun.animal:hog;pig;grunter;squealer;Sus scrofa|oewn-10631726-n:noun.person:slob;sloven;pig;slovenly person|oewn-10199280-n:noun.person:hog;pig|oewn-09898610-n:noun.person:bull;cop;copper;fuzz;pig|oewn-03941392-n:noun.artifact:pig bed;pig|oewn-03941274-n:noun.artifact:pig	hog|pig|grunter|squealer|Sus scrofa	pig	selected_single_label_or_lookup_matched_wordnet_lemma	pig	pig:7	oewn-02397655-n	oewn-02397655-n:noun.animal	oewn-02397655-n:swine	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02398058-n:pig%1:05:00:::hog.n.03:7|oewn-10631726-n:pig%1:18:02:::slob.n.01:0|oewn-10199280-n:pig%1:18:00:::hog.n.01:0|oewn-09898610-n:pig%1:18:01:::bull.n.05:0|oewn-03941392-n:pig%1:06:01:::pig_bed.n.01:0|oewn-03941274-n:pig%1:06:00:::pig.n.06:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	301	Showerhead	showerhead	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	showerhead	true	1	oewn-04216450-n	noun.artifact	oewn-04216450-n	oewn-04216450-n:noun.artifact:showerhead	showerhead	showerhead	selected_single_label_or_lookup_matched_wordnet_lemma	showerhead	showerhead:1	oewn-03839104-n	oewn-03839104-n:noun.artifact	oewn-03839104-n:nozzle;nose	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	302	Globe	globe	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	globe	true	3	oewn-09293800-n	noun.object	oewn-09293800-n|oewn-13922097-n|oewn-03445436-n	oewn-09293800-n:noun.object:Earth;earth;world;globe|oewn-13922097-n:noun.shape:ball;globe;orb|oewn-03445436-n:noun.artifact:globe	Earth|earth|world|globe	globe	selected_single_label_or_lookup_matched_wordnet_lemma	globe	globe:5	oewn-09479499-n	oewn-09479499-n:noun.object	oewn-09479499-n:terrestrial planet	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-09293800-n:earth%1:17:02::=wn30_missing;globe%1:17:00:::earth.n.01:5|oewn-13922097-n:globe%1:25:00:::ball.n.03:0|oewn-03445436-n:globe%1:06:00:::globe.n.03:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	303	Chips	chips	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	chips	true	1	oewn-07726825-n	noun.food	oewn-07726825-n	oewn-07726825-n:noun.food:french fries;french-fried potatoes;fries;chips	french fries|french-fried potatoes|fries|chips	chips	selected_single_label_or_lookup_matched_wordnet_lemma	chips	chips:0	oewn-07726361-n	oewn-07726361-n:noun.food	oewn-07726361-n:potato;white potato;Irish potato;murphy;spud;tater	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	304	Steak	steak	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	steak	true	1	oewn-07673512-n	noun.food	oewn-07673512-n	oewn-07673512-n:noun.food:steak	steak	steak	selected_single_label_or_lookup_matched_wordnet_lemma	steak	steak:2	oewn-07669003-n	oewn-07669003-n:noun.food	oewn-07669003-n:cut;cut of meat	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	305	Crosswalk Sign	crosswalk sign	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
