dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	lvis_synset_matched_oewn_synsets	synset_selection_tag	decision_basis
lvis	1063	tapestry	tapestry	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tapestry	tapestry.n.02	tapestry	a heavy textile with a woven design; used for curtains and upholstery	c	4	9	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tapestry	true	3	oewn-04400642-n	noun.artifact	oewn-04774278-n|oewn-04400642-n|oewn-04400491-n	oewn-04774278-n:noun.attribute:tapestry|oewn-04400642-n:noun.artifact:tapestry;tapis|oewn-04400491-n:noun.artifact:tapestry;arras	tapestry|tapis	oewn-03314753-n	oewn-03314753-n:noun.artifact	oewn-03314753-n:fabric;cloth;material;textile	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-04400642-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	1064	tarp	tarp	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tarp	tarpaulin.n.01	tarp	waterproofed canvas	f	89	204	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tarp	true	1	oewn-04402159-n	noun.artifact	oewn-04402159-n	oewn-04402159-n:noun.artifact:tarpaulin;tarp	tarpaulin|tarp	oewn-02957109-n	oewn-02957109-n:noun.artifact	oewn-02957109-n:canvas;canvass	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1065	tartan	tartan	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tartan	tartan.n.01	tartan|plaid	a cloth having a crisscross design	c	4	14	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tartan	true	1	oewn-04402241-n	noun.artifact	oewn-04402241-n	oewn-04402241-n:noun.artifact:tartan;plaid	tartan|plaid	oewn-03314753-n	oewn-03314753-n:noun.artifact	oewn-03314753-n:fabric;cloth;material;textile	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1066	tassel	tassel	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tassel	tassel.n.01	tassel	adornment consisting of a bunch of cords fastened at one end	c	11	34	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tassel	true	1	oewn-04402336-n	noun.artifact	oewn-04402336-n	oewn-04402336-n:noun.artifact:tassel	tassel	oewn-02684372-n	oewn-02684372-n:noun.artifact	oewn-02684372-n:adornment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1067	tea bag	tea bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tea_bag	tea_bag.n.01	tea_bag	a measured amount of tea in a bag for an individual serving of tea	c	2	4	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	tea bag	true	2	oewn-07949394-n	noun.food	oewn-07949394-n|oewn-04403943-n	oewn-07949394-n:noun.food:tea bag|oewn-04403943-n:noun.artifact:tea bag	tea bag	oewn-07949081-n	oewn-07949081-n:noun.food	oewn-07949081-n:tea;tea leaf	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-07949394-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	1068	teacup	teacup	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	teacup	teacup.n.02	teacup	a cup from which tea is drunk	c	9	35	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	teacup	true	2	oewn-04404587-n	noun.artifact	oewn-13792775-n|oewn-04404587-n	oewn-13792775-n:noun.quantity:teacup;teacupful|oewn-04404587-n:noun.artifact:teacup	teacup	oewn-03152175-n	oewn-03152175-n:noun.artifact	oewn-03152175-n:cup	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-04404587-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	1069	teakettle	teakettle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	teakettle	teakettle.n.01	teakettle	kettle for boiling water to make tea	c	4	4	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	teakettle	true	1	oewn-04404903-n	noun.artifact	oewn-04404903-n	oewn-04404903-n:noun.artifact:teakettle	teakettle	oewn-03618023-n	oewn-03618023-n:noun.artifact	oewn-03618023-n:kettle;boiler	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1070	teapot	teapot	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	teapot	teapot.n.01	teapot	pot for brewing tea; usually has a spout and handle	f	25	38	false	not_mwe	duplicate_existing_label_key	true	openimages	Teapot	oewn-04405179-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1071	teddy bear	teddy bear	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	teddy_bear	teddy.n.01	teddy_bear	plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)	f	301	1029	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	teddy bear	oewn-04406517-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1072	telephone	telephone	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	telephone	telephone.n.01	telephone|phone|telephone_set	electronic device for communicating by voice over long distances (includes wired and wireless/cell phones)	f	176	203	false	not_mwe	duplicate_existing_label_key	true	objects365	Telephone	oewn-04408223-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1073	telephone booth	telephone booth	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	telephone_booth	telephone_booth.n.01	telephone_booth|phone_booth|call_box|telephone_box|telephone_kiosk	booth for using a telephone	c	8	10	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	telephone booth	true	1	oewn-04408815-n	noun.artifact	oewn-04408815-n	oewn-04408815-n:noun.artifact:telephone booth;phone booth;call box;telephone box;telephone kiosk	telephone booth|phone booth|call box|telephone box|telephone kiosk	oewn-02877081-n	oewn-02877081-n:noun.artifact	oewn-02877081-n:booth;cubicle;stall;kiosk	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1074	telephone pole	telephone pole	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	telephone_pole	telephone_pole.n.01	telephone_pole|telegraph_pole|telegraph_post	tall pole supporting telephone wires	f	183	663	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	telephone pole	true	1	oewn-04409584-n	noun.artifact	oewn-04409584-n	oewn-04409584-n:noun.artifact:telephone pole;telegraph pole;telegraph post	telephone pole|telegraph pole|telegraph post	oewn-03994528-n	oewn-03994528-n:noun.artifact	oewn-03994528-n:post	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1075	telephoto lens	telephoto lens	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	telephoto_lens	telephoto_lens.n.01	telephoto_lens|zoom_lens	a camera lens that magnifies the image	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	telephoto lens	true	1	oewn-04410548-n	noun.artifact	oewn-04410548-n	oewn-04410548-n:noun.artifact:telephoto lens;zoom lens	telephoto lens|zoom lens	oewn-02946696-n	oewn-02946696-n:noun.artifact	oewn-02946696-n:camera lens;optical lens	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1076	television camera	television camera	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	television_camera	television_camera.n.01	television_camera|tv_camera	television equipment for capturing and recording video	c	4	7	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	television camera	true	1	oewn-04412132-n	noun.artifact	oewn-04412132-n	oewn-04412132-n:noun.artifact:television camera;tv camera;camera	television camera|tv camera|camera	oewn-04412675-n	oewn-04412675-n:noun.artifact	oewn-04412675-n:television equipment;video equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1077	television set	television set	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	television_set	television_receiver.n.01	television_set|tv|tv_set	an electronic device that receives television signals and displays them on a screen	f	369	397	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	television set	true	1	oewn-04413042-n	noun.artifact	oewn-04413042-n	oewn-04413042-n:noun.artifact:television receiver;television;television set;tv;tv set;idiot box;boob tube;telly;goggle box	television receiver|television|television set|tv|tv set|idiot box|boob tube|telly|goggle box	oewn-04067759-n	oewn-04067759-n:noun.artifact	oewn-04067759-n:receiver;receiving system	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1078	tennis ball	tennis ball	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tennis_ball	tennis_ball.n.01	tennis_ball	ball about the size of a fist used in playing tennis	f	253	448	true	duplicate_existing_label_key	duplicate_existing_label_key	true	openimages	Tennis ball	oewn-04416650-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1079	tennis racket	tennis racket	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tennis_racket	tennis_racket.n.01	tennis_racket	a racket used to play tennis	f	387	576	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	tennis racket	oewn-04416941-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1080	tequila	tequila	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tequila	tequila.n.01	tequila	Mexican liquor made from fermented juices of an agave plant	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tequila	true	1	oewn-07922219-n	noun.food	oewn-07922219-n	oewn-07922219-n:noun.food:tequila	tequila	oewn-07917827-n	oewn-07917827-n:noun.food	oewn-07917827-n:liquor;spirits;booze;hard drink;hard liquor;John Barleycorn;strong drink	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1081	thermometer	thermometer	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	thermometer	thermometer.n.01	thermometer	measuring instrument for measuring temperature	c	5	5	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	thermometer	true	1	oewn-04429007-n	noun.artifact	oewn-04429007-n	oewn-04429007-n:noun.artifact:thermometer	thermometer	oewn-03739416-n	oewn-03739416-n:noun.artifact	oewn-03739416-n:measuring instrument;measuring system;measuring device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1082	thermos bottle	thermos bottle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	thermos_bottle	thermos.n.01	thermos_bottle	vacuum flask that preserves temperature of hot or cold drinks	c	7	7	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	thermos bottle	true	1	oewn-04429862-n	noun.artifact	oewn-04429862-n	oewn-04429862-n:noun.artifact:thermos;thermos bottle;thermos flask	thermos|thermos bottle|thermos flask	oewn-04525427-n	oewn-04525427-n:noun.artifact	oewn-04525427-n:vacuum flask;vacuum bottle	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1083	thermostat	thermostat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	thermostat	thermostat.n.01	thermostat	a regulator for automatically regulating temperature by starting or stopping the supply of heat	f	25	25	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	thermostat	true	1	oewn-04430010-n	noun.artifact	oewn-04430010-n	oewn-04430010-n:noun.artifact:thermostat;thermoregulator	thermostat|thermoregulator	oewn-04079305-n	oewn-04079305-n:noun.artifact	oewn-04079305-n:regulator	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1084	thimble	thimble	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	thimble	thimble.n.02	thimble	a small metal cap to protect the finger while sewing; can be used as a small container	r	0	0	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	thimble	true	2	oewn-04430980-n	noun.artifact	oewn-13792969-n|oewn-04430980-n	oewn-13792969-n:noun.quantity:thimble;thimbleful|oewn-04430980-n:noun.artifact:thimble	thimble	oewn-02958501-n|oewn-03099154-n	oewn-02958501-n:noun.artifact|oewn-03099154-n:noun.artifact	oewn-02958501-n:cap|oewn-03099154-n:container	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-04430980-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	1085	thread	thread	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	thread	thread.n.01	thread|yarn	a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving	c	13	62	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	thread	true	4	oewn-04433923-n	noun.artifact	oewn-04433923-n|oewn-09432081-n|oewn-05781545-n|oewn-04161999-n	oewn-04433923-n:noun.artifact:thread;yarn|oewn-09432081-n:noun.object:ribbon;thread|oewn-05781545-n:noun.cognition:train of thought;thread|oewn-04161999-n:noun.artifact:screw thread;thread	thread|yarn	oewn-03110761-n	oewn-03110761-n:noun.artifact	oewn-03110761-n:cord	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-04433923-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	1086	thumbtack	thumbtack	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	thumbtack	thumbtack.n.01	thumbtack|drawing_pin|pushpin	a tack for attaching papers to a bulletin board or drawing board	c	3	20	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	thumbtack	true	1	oewn-04438879-n	noun.artifact	oewn-04438879-n	oewn-04438879-n:noun.artifact:thumbtack;drawing pin;pushpin	thumbtack|drawing pin|pushpin	oewn-04390217-n|oewn-03892882-n	oewn-04390217-n:noun.artifact|oewn-03892882-n:noun.artifact	oewn-04390217-n:tack|oewn-03892882-n:paper fastener	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1087	tiara	tiara	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tiara	tiara.n.01	tiara	a jeweled headdress worn by women on formal occasions	c	5	10	false	not_mwe	duplicate_existing_label_key	true	openimages	Tiara	oewn-04439337-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1088	tiger	tiger	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tiger	tiger.n.02	tiger	large feline of forests in most of Asia having a tawny coat with black stripes	c	7	10	false	not_mwe	duplicate_existing_label_key	true	openimages	Tiger	oewn-02132256-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1089	tights (clothing)	tights (clothing)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tights_(clothing)	tights.n.01	tights_(clothing)|leotards	skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls	c	10	13	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	1090	timer	timer	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	timer	timer.n.01	timer|stopwatch	a timepiece that measures a time interval and signals its end	c	11	15	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	timer	true	3	oewn-04445438-n	noun.artifact	oewn-04445438-n|oewn-10731132-n|oewn-04445641-n	oewn-04445438-n:noun.artifact:timer|oewn-10731132-n:noun.person:timekeeper;timer|oewn-04445641-n:noun.artifact:timer	timer	oewn-04445087-n	oewn-04445087-n:noun.artifact	oewn-04445087-n:timepiece;timekeeper;horologe	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-04445438-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	1091	tinfoil	tinfoil	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tinfoil	tinfoil.n.01	tinfoil	foil made of tin or an alloy of tin and lead	f	59	82	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tinfoil	true	1	oewn-04446846-n	noun.artifact	oewn-04446846-n	oewn-04446846-n:noun.artifact:tinfoil;tin foil	tinfoil|tin foil	oewn-03380540-n	oewn-03380540-n:noun.artifact	oewn-03380540-n:foil	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1092	tinsel	tinsel	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tinsel	tinsel.n.01	tinsel	a showy decoration that is basically valueless	c	5	6	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tinsel	true	2	oewn-04447344-n	noun.artifact	oewn-04447344-n|oewn-04447193-n	oewn-04447344-n:noun.artifact:tinsel|oewn-04447193-n:noun.artifact:tinsel	tinsel	oewn-03174056-n	oewn-03174056-n:noun.artifact	oewn-03174056-n:decoration;ornament;ornamentation	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-04447344-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	1093	tissue paper	tissue paper	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tissue_paper	tissue.n.02	tissue_paper	a soft thin (usually translucent) paper	f	48	84	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	tissue paper	true	1	oewn-15099529-n	noun.substance	oewn-15099529-n	oewn-15099529-n:noun.substance:tissue;tissue paper	tissue|tissue paper	oewn-14998823-n	oewn-14998823-n:noun.substance	oewn-14998823-n:paper	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1094	toast (food)	toast (food)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toast_(food)	toast.n.01	toast_(food)	slice of bread that has been toasted	c	13	36	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	1095	toaster	toaster	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toaster	toaster.n.02	toaster	a kitchen appliance (usually electric) for toasting bread	f	54	69	false	not_mwe	duplicate_existing_label_key	true	COCO	toaster	oewn-04449446-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1096	toaster oven	toaster oven	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toaster_oven	toaster_oven.n.01	toaster_oven	kitchen appliance consisting of a small electric oven for toasting or warming food	f	13	13	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	toaster oven	true	1	oewn-04449575-n	noun.artifact	oewn-04449575-n	oewn-04449575-n:noun.artifact:toaster oven	toaster oven	oewn-03625261-n	oewn-03625261-n:noun.artifact	oewn-03625261-n:kitchen appliance	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1097	toilet	toilet	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toilet	toilet.n.02	toilet	a plumbing fixture for defecation and urination	f	357	629	false	not_mwe	duplicate_existing_label_key	true	COCO	toilet	oewn-04453410-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1098	toilet tissue	toilet tissue	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toilet_tissue	toilet_tissue.n.01	toilet_tissue|toilet_paper|bathroom_tissue	a soft thin absorbent paper for use in toilets	f	212	349	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	toilet tissue	true	1	oewn-15099708-n	noun.substance	oewn-15099708-n	oewn-15099708-n:noun.substance:toilet tissue;toilet paper;bathroom tissue	toilet tissue|toilet paper|bathroom tissue	oewn-15099529-n	oewn-15099529-n:noun.substance	oewn-15099529-n:tissue;tissue paper	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1099	tomato	tomato	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tomato	tomato.n.01	tomato	mildly acid red or yellow pulpy fruit eaten as a vegetable	f	248	2107	false	not_mwe	duplicate_existing_label_key	true	objects365	Tomato	oewn-07749993-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1100	tongs	tongs	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	tongs	tongs.n.01	tongs	any of various devices for taking hold of objects; usually have two hinged legs with handles above and pointed hooks below	f	26	44	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tongs	true	1	oewn-04458020-n	noun.artifact	oewn-04458020-n	oewn-04458020-n:noun.artifact:tongs;pair of tongs	tongs|pair of tongs	oewn-03187746-n	oewn-03187746-n:noun.artifact	oewn-03187746-n:device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1101	toolbox	toolbox	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toolbox	toolbox.n.01	toolbox	a box or chest or cabinet for holding hand tools	c	7	7	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	toolbox	true	1	oewn-04459886-n	noun.artifact	oewn-04459886-n	oewn-04459886-n:noun.artifact:toolbox;tool chest;tool cabinet;tool case	toolbox|tool chest|tool cabinet|tool case	oewn-03018359-n	oewn-03018359-n:noun.artifact	oewn-03018359-n:chest	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1102	toothbrush	toothbrush	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toothbrush	toothbrush.n.01	toothbrush	small brush; has long handle; used to clean teeth	f	139	276	false	not_mwe	duplicate_existing_label_key	true	COCO	toothbrush	oewn-04460427-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	1103	toothpaste	toothpaste	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toothpaste	toothpaste.n.01	toothpaste	a dentifrice in the form of a paste	f	35	50	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	toothpaste	true	1	oewn-04460569-n	noun.artifact	oewn-04460569-n	oewn-04460569-n:noun.artifact:toothpaste	toothpaste	oewn-03180750-n	oewn-03180750-n:noun.artifact	oewn-03180750-n:dentifrice	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	1104	toothpick	toothpick	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	toothpick	toothpick.n.01	toothpick	pick consisting of a small strip of wood or plastic; used to pick food from between the teeth	f	21	101	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	toothpick	true	1	oewn-04460661-n	noun.artifact	oewn-04460661-n	oewn-04460661-n:noun.artifact:toothpick	toothpick	oewn-03935681-n|oewn-04346716-n	oewn-03935681-n:noun.artifact|oewn-04346716-n:noun.artifact	oewn-03935681-n:pick|oewn-04346716-n:strip	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
