dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count
lvis	894	root beer	root beer	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	root_beer	root_beer.n.01	root_beer	carbonated drink containing extracts of roots and herbs	r	0	0
lvis	895	router (computer equipment)	router (computer equipment)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	router_(computer_equipment)	router.n.02	router_(computer_equipment)	a device that forwards data packets between computer networks	c	6	10
lvis	896	rubber band	rubber band	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	rubber_band	rubber_band.n.01	rubber_band|elastic_band	a narrow band of elastic rubber used to hold things (such as papers) together	f	59	94
lvis	897	runner (carpet)	runner (carpet)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	runner_(carpet)	runner.n.08	runner_(carpet)	a long narrow carpet	c	3	4
lvis	898	plastic bag	plastic bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	plastic_bag	sack.n.01	plastic_bag|paper_bag	a bag made of paper or plastic for holding customer's purchases	f	275	738
lvis	899	saddle (on an animal)	saddle (on an animal)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	saddle_(on_an_animal)	saddle.n.01	saddle_(on_an_animal)	a seat for the rider of a horse or camel	f	112	209
lvis	900	saddle blanket	saddle blanket	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	saddle_blanket	saddle_blanket.n.01	saddle_blanket|saddlecloth|horse_blanket	stable gear consisting of a blanket placed under the saddle	f	58	103
lvis	901	saddlebag	saddlebag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	saddlebag	saddlebag.n.01	saddlebag	a large bag (or pair of bags) hung over a saddle	c	6	12
lvis	902	safety pin	safety pin	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	safety_pin	safety_pin.n.01	safety_pin	a pin in the form of a clasp; has a guard so the point of the pin will not stick the user	r	0	0
lvis	903	sail	sail	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sail	sail.n.01	sail	a large piece of fabric by means of which wind is used to propel a sailing vessel	f	47	160
lvis	904	salad	salad	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	salad	salad.n.01	salad	food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens	f	27	53
lvis	905	salad plate	salad plate	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	salad_plate	salad_plate.n.01	salad_plate|salad_bowl	a plate or bowl for individual servings of salad	r	0	0
lvis	906	salami	salami	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	salami	salami.n.01	salami	highly seasoned fatty sausage of pork and beef usually dried	c	3	33
lvis	907	salmon (fish)	salmon (fish)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	salmon_(fish)	salmon.n.01	salmon_(fish)	any of various large food and game fishes of northern waters	c	2	2
lvis	908	salmon (food)	salmon (food)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	salmon_(food)	salmon.n.03	salmon_(food)	flesh of any of various marine or freshwater fish of the family Salmonidae	r	2	6
lvis	909	salsa	salsa	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	salsa	salsa.n.01	salsa	spicy sauce of tomatoes and onions and chili peppers to accompany Mexican foods	c	2	3
lvis	910	saltshaker	saltshaker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	saltshaker	saltshaker.n.01	saltshaker	a shaker with a perforated top for sprinkling salt	f	77	121
lvis	911	sandal (type of shoe)	sandal (type of shoe)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sandal_(type_of_shoe)	sandal.n.01	sandal_(type_of_shoe)	a shoe consisting of a sole fastened by straps to the foot	f	175	507
lvis	912	sandwich	sandwich	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sandwich	sandwich.n.01	sandwich	two (or more) slices of bread with a filling between them	f	154	400
lvis	913	satchel	satchel	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	satchel	satchel.n.01	satchel	luggage consisting of a small case with a flat bottom and (usually) a shoulder strap	r	1	2
lvis	914	saucepan	saucepan	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	saucepan	saucepan.n.01	saucepan	a deep pan with a handle; used for stewing or boiling	r	2	12
lvis	915	saucer	saucer	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	saucer	saucer.n.02	saucer	a small shallow dish for holding a cup at the table	f	48	126
lvis	916	sausage	sausage	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sausage	sausage.n.01	sausage	highly seasoned minced meat stuffed in casings	f	52	546
lvis	917	sawhorse	sawhorse	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sawhorse	sawhorse.n.01	sawhorse|sawbuck	a framework for holding wood that is being sawed	r	1	2
lvis	918	saxophone	saxophone	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	saxophone	sax.n.02	saxophone	a wind instrument with a `J'-shaped form typically made of brass	r	0	0
lvis	919	scale (measuring instrument)	scale (measuring instrument)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	scale_(measuring_instrument)	scale.n.07	scale_(measuring_instrument)	a measuring instrument for weighing; shows amount of mass	f	37	46
lvis	920	scarecrow	scarecrow	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	scarecrow	scarecrow.n.01	scarecrow|strawman	an effigy in the shape of a man to frighten birds away from seeds	r	1	1
lvis	921	scarf	scarf	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	scarf	scarf.n.01	scarf	a garment worn around the head or neck or shoulders for warmth or decoration	f	164	259
lvis	922	school bus	school bus	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	school_bus	school_bus.n.01	school_bus	a bus used to transport children to or from school	c	18	39
lvis	923	scissors	scissors	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	scissors	scissors.n.01	scissors	a tool having two crossed pivoting blades with looped handles	f	147	269
lvis	924	scoreboard	scoreboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	scoreboard	scoreboard.n.01	scoreboard	a large board for displaying the score of a contest (and some other information)	f	26	33
lvis	925	scraper	scraper	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	scraper	scraper.n.01	scraper	any of various hand tools for scraping	r	0	0
lvis	926	screwdriver	screwdriver	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	screwdriver	screwdriver.n.01	screwdriver	a hand tool for driving screws; has a tip that fits into the head of a screw	c	13	64
lvis	927	scrubbing brush	scrubbing brush	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	scrubbing_brush	scrub_brush.n.01	scrubbing_brush	a brush with short stiff bristles for heavy cleaning	f	25	28
lvis	928	sculpture	sculpture	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sculpture	sculpture.n.01	sculpture	a three-dimensional work of art	c	14	30
lvis	929	seabird	seabird	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	seabird	seabird.n.01	seabird|seafowl	a bird that frequents coastal waters and the open ocean: gulls; pelicans; gannets; cormorants; albatrosses; petrels; etc.	c	3	4
lvis	930	seahorse	seahorse	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	seahorse	seahorse.n.02	seahorse	small fish with horse-like heads bent sharply downward and curled tails	c	1	4
lvis	931	seaplane	seaplane	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	seaplane	seaplane.n.01	seaplane|hydroplane	an airplane that can land on or take off from water	r	0	0
lvis	932	seashell	seashell	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	seashell	seashell.n.01	seashell	the shell of a marine organism	c	9	55
lvis	933	sewing machine	sewing machine	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sewing_machine	sewing_machine.n.01	sewing_machine	a textile machine used as a home appliance for sewing	c	4	4
lvis	934	shaker	shaker	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shaker	shaker.n.03	shaker	a container in which something can be shaken	c	5	8
lvis	935	shampoo	shampoo	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shampoo	shampoo.n.01	shampoo	cleansing agent consisting of soaps or detergents used for washing the hair	c	28	71
lvis	936	shark	shark	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shark	shark.n.01	shark	typically large carnivorous fishes with sharpe teeth	c	5	9
lvis	937	sharpener	sharpener	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sharpener	sharpener.n.01	sharpener	any implement that is used to make something (an edge or a point) sharper	r	1	1
lvis	938	Sharpie	sharpie	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	Sharpie	sharpie.n.03	Sharpie	a pen with indelible ink that will write on any surface	r	2	2
lvis	939	shaver (electric)	shaver (electric)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shaver_(electric)	shaver.n.03	shaver_(electric)|electric_shaver|electric_razor	a razor powered by an electric motor	r	2	3
lvis	940	shaving cream	shaving cream	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shaving_cream	shaving_cream.n.01	shaving_cream|shaving_soap	toiletry consisting that forms a rich lather for softening the beard before shaving	c	5	5
lvis	941	shawl	shawl	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shawl	shawl.n.01	shawl	cloak consisting of an oblong piece of cloth used to cover the head and shoulders	r	1	1
lvis	942	shears	shears	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shears	shears.n.01	shears	large scissors with strong blades	r	3	4
lvis	943	sheep	sheep	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sheep	sheep.n.01	sheep	woolly usually horned ruminant mammal related to the goat	f	191	2599
lvis	944	shepherd dog	shepherd dog	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shepherd_dog	shepherd_dog.n.01	shepherd_dog|sheepdog	any of various usually long-haired breeds of dog reared to herd and guard sheep	r	1	1
lvis	945	sherbert	sherbert	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sherbert	sherbert.n.01	sherbert|sherbet	a frozen dessert made primarily of fruit juice and sugar	r	0	0
lvis	946	shield	shield	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shield	shield.n.02	shield	armor carried on the arm to intercept blows	c	6	26
lvis	947	shirt	shirt	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shirt	shirt.n.01	shirt	a garment worn on the upper half of the body	f	341	1423
lvis	948	shoe	shoe	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shoe	shoe.n.01	shoe|sneaker_(type_of_shoe)|tennis_shoe	common footwear covering the foot	f	381	1970
lvis	949	shopping bag	shopping bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shopping_bag	shopping_bag.n.01	shopping_bag	a bag made of plastic or strong paper (often with handles); used to transport goods after shopping	f	30	70
lvis	950	shopping cart	shopping cart	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shopping_cart	shopping_cart.n.01	shopping_cart	a handcart that holds groceries or other goods while shopping	c	8	17
lvis	951	short pants	short pants	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	short_pants	short_pants.n.01	short_pants|shorts_(clothing)|trunks_(clothing)	trousers that end at or above the knee	f	379	1072
lvis	952	shot glass	shot glass	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shot_glass	shot_glass.n.01	shot_glass	a small glass adequate to hold a single swallow of whiskey	r	4	36
lvis	953	shoulder bag	shoulder bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shoulder_bag	shoulder_bag.n.01	shoulder_bag	a large handbag that can be carried by a strap looped over the shoulder	f	30	61
lvis	954	shovel	shovel	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shovel	shovel.n.01	shovel	a hand tool for lifting loose material such as snow, dirt, etc.	c	14	17
lvis	955	shower head	shower head	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shower_head	shower.n.01	shower_head	a plumbing fixture that sprays water over you	f	72	90
lvis	956	shower cap	shower cap	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shower_cap	shower_cap.n.01	shower_cap	a tight cap worn to keep hair dry while showering	r	0	0
lvis	957	shower curtain	shower curtain	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shower_curtain	shower_curtain.n.01	shower_curtain	a curtain that keeps water from splashing out of the shower area	f	74	99
lvis	958	shredder (for paper)	shredder (for paper)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	shredder_(for_paper)	shredder.n.01	shredder_(for_paper)	a device that shreds documents	r	0	0
lvis	959	signboard	signboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	signboard	signboard.n.01	signboard	structure displaying a board on which advertisements can be posted	f	398	1799
lvis	960	silo	silo	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	silo	silo.n.01	silo	a cylindrical tower used for storing goods	c	8	12
lvis	961	sink	sink	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sink	sink.n.01	sink	plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe	f	334	439
lvis	962	skateboard	skateboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	skateboard	skateboard.n.01	skateboard	a board with wheels that is ridden in a standing or crouching position and propelled by foot	f	361	645
lvis	963	skewer	skewer	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	skewer	skewer.n.01	skewer	a long pin for holding meat in position while it is being roasted	c	5	36
lvis	964	ski	ski	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ski	ski.n.01	ski	sports equipment for skiing on snow	f	377	1491
lvis	965	ski boot	ski boot	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ski_boot	ski_boot.n.01	ski_boot	a stiff boot that is fastened to a ski with a ski binding	f	311	1371
lvis	966	ski parka	ski parka	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ski_parka	ski_parka.n.01	ski_parka|ski_jacket	a parka to be worn while skiing	f	75	320
lvis	967	ski pole	ski pole	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ski_pole	ski_pole.n.01	ski_pole	a pole with metal points used as an aid in skiing	f	366	1507
lvis	968	skirt	skirt	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	skirt	skirt.n.02	skirt	a garment hanging from the waist; worn mainly by girls and women	f	218	366
lvis	969	skullcap	skullcap	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	skullcap	skullcap.n.01	skullcap	rounded brimless cap fitting the crown of the head	r	0	0
lvis	970	sled	sled	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sled	sled.n.01	sled|sledge|sleigh	a vehicle or flat object for transportation over snow by sliding or pulled by dogs, etc.	c	6	7
lvis	971	sleeping bag	sleeping bag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sleeping_bag	sleeping_bag.n.01	sleeping_bag	large padded bag designed to be slept in outdoors	c	3	4
lvis	972	sling (bandage)	sling (bandage)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sling_(bandage)	sling.n.05	sling_(bandage)|triangular_bandage	bandage to support an injured forearm; slung over the shoulder or neck	r	0	0
lvis	973	slipper (footwear)	slipper (footwear)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	slipper_(footwear)	slipper.n.01	slipper_(footwear)|carpet_slipper_(footwear)	low footwear that can be slipped on and off easily; usually worn indoors	c	13	30
lvis	974	smoothie	smoothie	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	smoothie	smoothie.n.02	smoothie	a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk	r	2	3
lvis	975	snake	snake	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	snake	snake.n.01	snake|serpent	limbless scaly elongate reptile; some are venomous	r	0	0
lvis	976	snowboard	snowboard	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	snowboard	snowboard.n.01	snowboard	a board that resembles a broad ski or a small surfboard; used in a standing position to slide down snow-covered slopes	f	194	350
lvis	977	snowman	snowman	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	snowman	snowman.n.01	snowman	a figure of a person made of packed snow	c	6	7
lvis	978	snowmobile	snowmobile	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	snowmobile	snowmobile.n.01	snowmobile	tracked vehicle for travel on snow having skis in front	c	1	6
lvis	979	soap	soap	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	soap	soap.n.01	soap	a cleansing agent made from the salts of vegetable or animal fats	f	130	263
lvis	980	soccer ball	soccer ball	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	soccer_ball	soccer_ball.n.01	soccer_ball	an inflated ball used in playing soccer (called `football' outside of the United States)	f	75	105
lvis	981	sock	sock	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sock	sock.n.01	sock	cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee	f	389	1408
lvis	982	sofa	sofa	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sofa	sofa.n.01	sofa|couch|lounge	an upholstered seat for more than one person	f	414	528
lvis	983	softball	softball	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	softball	softball.n.01	softball	ball used in playing softball	r	1	1
lvis	984	solar array	solar array	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	solar_array	solar_array.n.01	solar_array|solar_battery|solar_panel	electrical device consisting of a large array of connected solar cells	c	6	8
lvis	985	sombrero	sombrero	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sombrero	sombrero.n.02	sombrero	a straw hat with a tall crown and broad brim; worn in American southwest and in Mexico	r	1	32
lvis	986	soup	soup	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	soup	soup.n.01	soup	liquid food especially of meat or fish or vegetable stock often containing pieces of solid food	f	45	55
lvis	987	soup bowl	soup bowl	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	soup_bowl	soup_bowl.n.01	soup_bowl	a bowl for serving soup	r	0	0
lvis	988	soupspoon	soupspoon	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	soupspoon	soupspoon.n.01	soupspoon	a spoon with a rounded bowl for eating soup	c	7	12
lvis	989	sour cream	sour cream	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sour_cream	sour_cream.n.01	sour_cream|soured_cream	soured light cream	c	3	3
lvis	990	soya milk	soya milk	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	soya_milk	soya_milk.n.01	soya_milk|soybean_milk|soymilk	a milk substitute containing soybean flour and water; used in some infant formulas and in making tofu	r	0	0
lvis	991	space shuttle	space shuttle	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	space_shuttle	space_shuttle.n.01	space_shuttle	a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere	r	2	2
lvis	992	sparkler (fireworks)	sparkler (fireworks)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	sparkler_(fireworks)	sparkler.n.02	sparkler_(fireworks)	a firework that burns slowly and throws out a shower of sparks	r	1	3
lvis	993	spatula	spatula	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	spatula	spatula.n.02	spatula	a hand tool with a thin flexible blade used to mix or spread soft substances	f	65	116
lvis	994	spear	spear	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	spear	spear.n.01	spear|lance	a long pointed rod used as a tool or weapon	r	1	2
lvis	995	spectacles	spectacles	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	spectacles	spectacles.n.01	spectacles|specs|eyeglasses|glasses	optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision	f	334	518
lvis	996	spice rack	spice rack	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	spice_rack	spice_rack.n.01	spice_rack	a rack for displaying containers filled with spices	c	11	14
