dataset	source_label	source_label_key	source_category_id	source_category_group	source_version	source_file	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	is_mwe_candidate	mwe_candidate_status	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	all_oewn_synsets	all_oewn_lexfiles	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
visual_genome	rubber band	rubber band	vg_label_060010	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	rubber band	oewn-04123192-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	ruler	ruler	vg_label_060100	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Ruler	oewn-10560786-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	saddle blanket	saddle blanket	vg_label_060289	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	saddle blanket	oewn-04131303-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	saddlebag	saddlebag	vg_label_060298	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	saddlebag	oewn-04131199-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sail	sail	vg_label_060434	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	sail	oewn-04135005-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sailboat	sailboat	vg_label_060455	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Sailboat	oewn-04135600-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	salad	salad	904	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Salad	oewn-07822197-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	salad	salad	vg_label_060481	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Salad	oewn-07822197-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	salami	salami	vg_label_060493	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	salami	oewn-07693492-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	salsa	salsa	vg_label_060522	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	salsa	oewn-07839436-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	saltshaker	saltshaker	vg_label_060555	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	saltshaker	oewn-04138773-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sandal	sandal	vg_label_060658	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Sandal	oewn-04140872-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sandals	sandals	vg_label_060662	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Sandals	oewn-04140872-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	sandwich	sandwich	912	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sandwich	oewn-07711710-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Sandwich	sandwich	265	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sandwich	oewn-07711710-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Sandwich	sandwich	/m/0l515	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sandwich	oewn-07711710-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sandwich	sandwich	vg_label_060695	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sandwich	oewn-07711710-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	satchel	satchel	vg_label_060800	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	satchel	oewn-04144300-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	saucepan	saucepan	vg_label_060841	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	saucepan	oewn-04146060-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	saucer	saucer	915	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Saucer	oewn-04146374-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	saucer	saucer	vg_label_060843	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Saucer	oewn-04146374-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	sausage	sausage	916	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Sausage	oewn-07691372-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sausage	sausage	vg_label_060856	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Sausage	oewn-07691372-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sawhorse	sawhorse	vg_label_060895	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	sawhorse	oewn-04147696-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	saxophone	saxophone	918	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Saxophone	oewn-04148141-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Saxophone	saxophone	/m/06ncr	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Saxophone	oewn-04148141-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	saxophone	saxophone	vg_label_060902	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Saxophone	oewn-04148141-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Scale	scale	/m/03txqz	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Scale	oewn-13176554-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scale	scale	vg_label_060920	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Scale	oewn-13176554-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scallop	scallop	vg_label_060928	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Scallop	oewn-07813617-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scarecrow	scarecrow	vg_label_060948	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	scarecrow	oewn-04150777-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	scarf	scarf	921	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Scarf	oewn-04150962-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scarf	scarf	vg_label_060950	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Scarf	oewn-04150962-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	school bus	school bus	vg_label_060995	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	school bus	oewn-04153679-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	scissors	scissors	923	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	scissors	oewn-04155119-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Scissors	scissors	169	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	scissors	oewn-04155119-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Scissors	scissors	/m/01lsmm	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	scissors	oewn-04155119-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scissors	scissors	vg_label_061034	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	scissors	oewn-04155119-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scooter	scooter	vg_label_061058	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Scooter	oewn-04569408-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	scoreboard	scoreboard	924	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Scoreboard	oewn-04156878-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scoreboard	scoreboard	vg_label_061074	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Scoreboard	oewn-04156878-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scorpion	scorpion	vg_label_061080	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Scorpion	oewn-01773034-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scraper	scraper	vg_label_061099	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	scraper	oewn-04158045-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	screwdriver	screwdriver	926	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Screwdriver	oewn-04161626-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Screwdriver	screwdriver	/m/01bms0	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Screwdriver	oewn-04161626-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	screwdriver	screwdriver	vg_label_061154	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Screwdriver	oewn-04161626-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	scrubbing brush	scrubbing brush	vg_label_061194	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	scrubbing brush	oewn-04163201-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	sculpture	sculpture	928	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Sculpture	oewn-04164381-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sculpture	sculpture	vg_label_061216	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Sculpture	oewn-04164381-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sea lion	sea lion	vg_label_061253	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Sea lion	oewn-02080575-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	seabird	seabird	vg_label_061277	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	seabird	oewn-02024449-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	seafood	seafood	vg_label_061282	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Seafood	oewn-07792842-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	seahorse	seahorse	930	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Seahorse	oewn-02084223-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	seahorse	seahorse	vg_label_061299	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Seahorse	oewn-02084223-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	seal	seal	vg_label_061302	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Seal	oewn-04167097-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	seaplane	seaplane	vg_label_061318	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	seaplane	oewn-04167647-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	seashell	seashell	vg_label_061333	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	seashell	oewn-01959405-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	seat belt	seat belt	vg_label_061358	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Seat belt	oewn-04169767-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	segway	segway	vg_label_061601	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Segway	oewn-04175260-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	serving tray	serving tray	vg_label_061753	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Serving tray		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	sewing machine	sewing machine	933	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Sewing machine	oewn-04186974-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sewing machine	sewing machine	vg_label_061908	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Sewing machine	oewn-04186974-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shaker	shaker	vg_label_062090	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shaker	oewn-04190372-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shampoo	shampoo	vg_label_062113	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shampoo	oewn-04190559-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	shark	shark	936	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shark	oewn-01484971-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shark	shark	vg_label_062136	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shark	oewn-01484971-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sharpener	sharpener	vg_label_062163	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	sharpener	oewn-04192114-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sharpie	sharpie	vg_label_062166	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	Sharpie	oewn-04192572-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shaving cream	shaving cream	vg_label_062181	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shaving cream	oewn-04193094-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shawl	shawl	vg_label_062191	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shawl	oewn-04193498-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shears	shears	vg_label_062207	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shears	oewn-04193891-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	sheep	sheep	943	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sheep	oewn-02414351-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
objects365	Sheep	sheep	99	Objects365V2Dataset	objects365_v2_mmdetection_cfd5d3a985b0	objects365_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sheep	oewn-02414351-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Sheep	sheep	/m/07bgp	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sheep	oewn-02414351-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	sheep	sheep	vg_label_062216	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	COCO	sheep	oewn-02414351-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shelf	shelf	vg_label_062330	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shelf	oewn-04197095-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shellfish	shellfish	vg_label_062362	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shellfish	oewn-07799186-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shepherd dog	shepherd dog	vg_label_062388	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shepherd dog	oewn-02107175-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shield	shield	vg_label_062397	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shield	oewn-04199741-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	ship	ship	vg_label_062499	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Ship	oewn-04201332-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	shirt	shirt	947	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shirt	oewn-04204434-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shirt	shirt	vg_label_062526	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shirt	oewn-04204434-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shoe	shoe	vg_label_062610	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shoe	oewn-04206070-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shopping bag	shopping bag	vg_label_062702	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shopping bag	oewn-04211127-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shopping cart	shopping cart	vg_label_062707	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shopping cart	oewn-04211393-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	short pants	short pants	vg_label_062785	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	short pants	oewn-04212364-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shorts	shorts	vg_label_062836	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shorts	oewn-04212364-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shot glass	shot glass	vg_label_062859	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shot glass	oewn-04213292-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shoulder bag	shoulder bag	vg_label_062866	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shoulder bag	oewn-04214410-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
lvis	shovel	shovel	954	LVISCategory	lvis_v1_val	lvis_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Shovel	oewn-04215277-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shovel	shovel	vg_label_062896	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Shovel	oewn-04215277-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shower	shower	vg_label_062913	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	openimages	Shower	oewn-04216003-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shower cap	shower cap	vg_label_062920	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shower cap	oewn-04216200-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shower curtain	shower curtain	vg_label_062924	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shower curtain	oewn-04216306-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shower head	shower head	vg_label_062939	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	lvis	shower head	oewn-04216450-n	true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	showerhead	showerhead	vg_label_062981	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Showerhead	oewn-04216450-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
openimages	Shrimp	shrimp	/m/0ll1f78	OpenImagesBoxable	openimages_2018_04_boxable	openimages_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Shrimp	oewn-07810135-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	shrimp	shrimp	vg_label_063014	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Shrimp	oewn-07810135-n	false	not_mwe				duplicate_existing_label_key																				duplicate_existing_label_key
visual_genome	side table	side table	vg_label_063207	VisualGenomeObjectName	visual_genome_objects_v1.4	visual_genome_oewn2025plus_synset_candidates.tsv	duplicate_existing_label_key	true	objects365	Side Table		true	duplicate_existing_label_key				duplicate_existing_label_key																				duplicate_existing_label_key
